image_id,angle,speed
2,0.3655455,0.85425276
20,0.6020227,1.0982354
200,0.4839175,1.0662466
201,0.6152532,0.80870014
202,0.4890567,1.1195983
203,0.16069394,1.1756625
204,0.39392266,1.0191046
205,0.60170174,1.0470464
206,0.44281486,1.0173072
207,0.4626554,1.10774
208,0.42082447,0.92766
209,0.5376797,0.99974614
21,0.28147483,1.0834254
210,0.3013229,1.0698544
211,0.5720687,1.005365
212,0.6427398,1.050394
213,0.27470616,1.1278592
214,0.43338817,1.0322415
215,0.5325082,1.09951
216,0.5949309,1.1148658
217,0.41017422,0.9174851
218,0.43467987,0.8818751
219,0.4417973,0.9147172
22,0.529721,0.77603024
220,0.5898861,0.98516953
221,0.4408744,0.9909171
222,0.4707775,1.1296227
223,0.52375555,0.98826766
224,0.47027075,1.0229545
225,0.57910633,0.97952366
226,0.42364335,0.8991484
227,0.41484466,1.0523933
228,0.5094304,1.1470747
229,0.46713224,1.0699164
23,0.41992703,1.1245065
230,0.37446028,1.0348976
231,0.46028015,0.9898882
232,0.376585,0.8973672
233,0.35678706,0.8678754
234,0.45016798,1.108272
235,0.5548325,0.8009065
236,0.2888509,0.88516194
237,0.5502228,0.86079633
238,0.57200617,0.94276786
239,0.41990572,1.1231966
24,0.6254786,1.0805899
240,0.51497996,1.1216631
241,0.54431325,1.0342538
242,0.5084209,1.088428
243,0.4802682,1.1146395
244,0.19107278,0.9892803
245,0.50067997,0.94052625
246,0.3666268,1.0068456
247,0.58011377,1.0668799
248,0.44870955,1.1707181
249,0.5538407,0.97344273
25,0.47234273,1.0752139
250,0.38666785,1.1882995
251,0.3715789,1.138871
252,0.387465,1.0786387
253,0.48132613,1.0001297
254,0.6514086,1.06428
255,0.5187737,1.0924083
256,0.34125933,1.1032726
257,0.4955572,1.2053727
258,0.47254446,1.0441006
259,0.50909543,0.9417542
26,0.55755574,0.8942655
260,0.58458745,0.8837685
261,0.6446801,1.1327959
262,0.5320755,0.7794139
263,0.41976318,0.95789254
264,0.5425049,1.1423105
265,0.18565021,0.8493467
266,0.43386197,1.002981
267,0.31808597,1.138063
268,0.43375584,1.0909653
269,0.44597986,1.1080207
27,0.5451689,1.0606976
270,0.5748928,0.9148813
271,0.53638154,1.0494744
272,0.47140673,1.1057266
273,0.35901183,0.97524583
274,0.3075855,0.85437286
275,0.29107228,0.7173388
276,0.40753248,0.7730306
277,0.5875269,1.1168157
278,0.4735106,1.1676147
279,0.5345724,0.9541995
28,0.17800026,1.1218002
280,0.43242666,1.0478921
281,0.6252122,0.90725106
282,0.43531445,1.1482689
283,0.40112147,0.97370285
284,0.43149084,1.1481073
285,0.48727885,1.0020803
286,0.5469672,1.0708008
287,0.5081041,1.0694349
288,0.5945166,1.1894145
289,0.53731865,1.0938268
29,0.67687565,0.8938633
290,0.551433,0.81083906
291,0.42545933,1.1396549
292,0.33937818,1.0136344
293,0.3500034,1.00436
294,0.45757726,1.2318916
295,0.29335243,1.0095968
296,0.4638071,1.0434943
297,0.34377858,1.0898694
298,0.45724204,0.8727727
299,0.5900456,0.9869888
3,0.46955654,1.1688254
30,0.44052252,1.1555244
300,0.35613307,1.2353077
301,0.22177242,0.7766377
302,0.56567454,0.91892684
303,0.6171459,0.887753
304,0.27575952,0.8837065
305,0.46860883,0.8871389
306,0.43436915,1.0694373
307,0.47541913,0.93694913
308,0.42382285,0.9994903
309,0.5216493,1.008561
31,0.45737568,0.95609707
310,0.3812449,0.94460005
311,0.418017,1.1438321
312,0.61713636,0.73389477
313,0.45832697,0.94813144
314,0.4858504,0.9803485
315,0.51042694,1.1053131
316,0.4912844,1.1452956
317,0.32123795,1.1766899
318,0.6124309,0.81766033
319,0.37004057,1.2279494
32,0.47597,1.0235394
320,0.48008743,1.0250345
321,0.5080409,1.0769011
322,0.5834716,1.0964237
323,0.4427288,0.987853
324,0.48605558,1.0414394
325,0.62307644,0.98836684
326,0.25965658,1.1421447
327,0.5346793,1.1020204
328,0.5285111,0.9970344
329,0.48260167,1.036728
33,0.47871646,1.0613128
330,0.47950658,1.1358647
331,0.49662027,1.0814869
332,0.44342828,1.1301281
333,0.5677924,0.7827365
334,0.50063974,1.058115
335,0.41155103,0.9512237
336,0.4837389,1.0507731
337,0.2517816,0.93097776
338,0.5715267,1.0098615
339,0.52788985,1.0096284
34,0.52349454,1.0095515
340,0.6250496,1.058583
341,0.45310146,1.0713197
342,0.47131237,0.98187745
343,0.37535456,1.0391289
344,0.23990332,1.0808756
345,0.60439736,0.97123015
346,0.46423987,1.0696533
347,0.4879871,0.77230066
348,0.5987406,0.9133588
349,0.48938128,1.045822
35,0.4910808,0.8658828
350,0.35025138,0.9972235
351,0.16495073,1.142747
352,0.54315746,0.9250805
353,0.4953319,0.97614616
354,0.48712423,1.0200467
355,0.31118622,0.79057884
356,0.5860071,0.9202671
357,0.4052995,1.0078622
358,0.485862,0.9246739
359,0.3862368,0.7035079
36,0.34720808,0.9935062
360,0.50232625,1.0855765
361,0.44348875,1.0204184
362,0.5496585,1.0476023
363,0.4165958,0.9413011
364,0.43040457,1.1495197
365,0.53485817,0.9911518
366,0.49170032,0.943401
367,0.23998274,0.6207004
368,0.60965085,0.94532084
369,0.3666887,0.8435334
37,0.36473075,0.9520808
370,0.66592604,0.7402248
371,0.5025604,1.1161615
372,0.33945382,0.987451
373,0.49495602,1.0620323
374,0.3418893,1.0786014
375,0.5696994,1.0303873
376,0.49953285,0.95687413
377,0.62035143,0.9475488
378,0.49655956,0.9494743
379,0.43546513,1.0663282
38,0.19771546,1.171229
380,0.46734187,0.99880826
381,0.2732894,1.0996926
382,0.42892542,1.2092048
383,0.44452274,1.1592411
384,0.5556737,1.0425279
385,0.5252621,0.99685925
386,0.5098206,0.9997044
387,0.39451012,0.9514207
388,0.19415516,1.149665
389,0.20576477,1.1037118
39,0.5423516,1.0037482
390,0.32419714,0.6726133
391,0.4808376,1.242423
392,0.29877576,1.0875922
393,0.602817,1.088886
394,0.50368106,1.3412938
395,0.22000352,0.69755363
396,0.5277502,0.9703921
397,0.4333923,1.0827925
398,0.27603552,1.2266878
399,0.3401555,1.1567657
4,0.42946285,1.1550108
40,0.57384026,0.9593011
400,0.63246655,0.8497222
401,0.5074835,1.0658839
402,0.46124178,1.1658936
403,0.49392825,1.0346103
404,0.44271725,1.04128
405,0.5146338,1.1982286
406,0.3323962,1.1188287
407,0.4228155,0.8300573
408,0.5936862,0.95529157
409,0.44045419,1.0698276
41,0.28179154,0.95195067
410,0.333744,0.89696443
411,0.5391207,1.138292
412,0.37480357,0.97137135
413,0.28640604,1.0374708
414,0.4026147,1.1285973
415,0.45289692,0.90284127
416,0.53843427,0.9718701
417,0.43620098,0.9165776
418,0.41054627,1.2407308
419,0.47297132,0.92699623
42,0.40092832,1.06217
420,0.42879432,1.0269077
421,0.5364703,0.9068508
422,0.50364053,1.041398
423,0.47613743,0.96551096
424,0.27957174,1.0619602
425,0.5613876,1.0619806
426,0.6543303,0.79190624
427,0.3447512,0.9328065
428,0.29738194,1.132843
429,0.52866286,1.0157347
43,0.4071246,1.1423889
430,0.32397076,1.0263369
431,0.47238377,1.0867648
432,0.68239415,0.9943154
433,0.5869214,1.148193
434,0.32148948,1.1479901
435,0.59775245,1.0835476
436,0.45433745,1.1826491
437,0.44590563,1.018592
438,0.4165959,0.94913346
439,0.25009555,1.1436718
44,0.4290548,1.0028998
440,0.5013025,0.97674096
441,0.4484563,1.0328884
442,0.3819479,1.0175686
443,0.49957255,1.0829387
444,0.6274438,0.93742055
445,0.4754194,0.815473
446,0.53587854,1.0787456
447,0.41337618,1.0513669
448,0.5104915,1.14343
449,0.4427484,0.9568892
45,0.48151296,1.0307784
450,0.4036061,1.0717429
451,0.43472192,1.0870495
452,0.5271578,0.99288607
453,0.38041094,0.8482861
454,0.483785,1.1068418
455,0.31316814,0.9700525
456,0.5119481,0.8877336
457,0.5017169,1.0473096
458,0.33042344,1.0161638
459,0.63478076,1.1495405
46,0.6147144,0.9115703
460,0.2858341,0.7082646
461,0.56570196,1.1181132
462,0.53010726,1.1174548
463,0.54413533,0.9852455
464,0.6077285,1.0457808
465,0.47608894,0.9331969
466,0.50060683,0.9560354
467,0.56883717,1.0172886
468,0.5353665,0.89774275
469,0.52137923,0.9812391
47,0.50440586,1.0643493
470,0.46866837,1.1052561
471,0.5492618,0.97301215
472,0.5278738,1.11925
473,0.5243938,1.0073802
474,0.36581126,1.1008625
475,0.3878343,0.8802827
476,0.30859387,1.1780429
477,0.44902357,1.0665436
478,0.64431816,0.7169185
479,0.58811545,0.9933028
48,0.6049278,1.0255076
480,0.49174055,1.1559235
481,0.46957043,1.1224117
482,0.4386056,1.0734409
483,0.46451,0.9422894
484,0.43365315,1.0223565
485,0.46469817,1.0507808
486,0.4576314,1.0839003
487,0.5331748,0.9629875
488,0.48948878,0.8716573
489,0.458355,0.98430777
49,0.61061513,0.83366525
490,0.41096026,1.0295726
491,0.58293116,0.9948777
492,0.5847535,0.9760219
493,0.5621218,0.85792154
494,0.3439883,1.0275583
495,0.40956497,1.0154016
496,0.427665,1.0517209
497,0.53654844,1.1416707
498,0.44179544,0.879202
499,0.5005798,1.0711966
5,0.45240042,1.0220398
50,0.53635347,1.1365321
500,0.44304737,1.1430241
501,0.45629153,0.8197632
502,0.3894865,0.9958863
503,0.47378117,1.1128091
504,0.56964856,1.0510246
505,0.57070565,0.9002822
506,0.62283933,1.1466525
507,0.509443,1.0175045
508,0.54729295,0.8540853
509,0.5197199,1.208831
51,0.65522707,1.0725482
510,0.5047633,1.1136153
511,0.52211404,1.0165892
512,0.5662355,1.1601038
513,0.72800565,0.9520568
514,0.38814083,0.9552436
515,0.57719296,0.73827046
516,0.50018305,1.0679278
517,0.60429865,0.9582603
518,0.48243824,1.0431424
519,0.4660286,1.1316723
52,0.5229588,0.86559397
520,0.5017431,1.1033242
521,0.5269622,1.0670968
522,0.6008385,1.0345211
523,0.36024356,0.8796851
524,0.5023898,0.8497072
525,0.47197062,0.89242214
526,0.47850445,1.0987254
527,0.5110684,0.92897046
528,0.45760056,1.0900414
529,0.44168806,1.0418162
53,0.41690388,0.94758993
530,0.47683588,1.1214026
531,0.6231887,0.92989117
532,0.48442736,1.1024847
533,0.66121113,0.97437733
534,0.25558004,0.87287724
535,0.44041026,0.9671065
536,0.6479219,0.9846222
537,0.52582246,1.0458379
538,0.30320874,0.6300128
539,0.49832627,0.9639981
54,0.5708536,0.92517173
540,0.5013413,0.94798374
541,0.5256773,1.061536
542,0.3478748,1.1172247
543,0.48820394,1.0960134
544,0.482336,1.0702002
545,0.6688923,1.0763793
546,0.5129675,0.97517246
547,0.38058862,0.9288547
548,0.4755618,1.0506992
549,0.328331,0.76486313
55,0.5375965,0.98760885
550,0.43376735,0.9331955
551,0.4466916,1.0885499
552,0.47221616,0.8955626
553,0.35389507,1.0499709
554,0.45166054,0.97561175
555,0.6281102,0.91381246
556,0.5789999,0.93185467
557,0.63337064,1.0919955
558,0.4307891,1.0942208
559,0.47530913,1.1466994
56,0.5294149,0.97221214
560,0.49434718,1.0393835
561,0.51906955,1.1148176
562,0.42641765,1.0393435
563,0.25473163,0.7195276
564,0.5606329,0.92083853
565,0.5085812,1.0719262
566,0.39070556,1.0719779
567,0.4485217,1.0505959
568,0.4150272,0.9885695
569,0.50845385,1.0709205
57,0.520354,0.9974058
570,0.55010664,1.0305582
571,0.42356107,1.0186641
572,0.5284755,1.059531
573,0.36332265,1.2108852
574,0.4562262,0.91712904
575,0.53931135,0.87698567
576,0.5041492,0.9839543
577,0.3851841,1.0151825
578,0.54805183,0.9479373
579,0.42875275,1.2752254
58,0.6697841,1.0801482
580,0.49574748,1.0158709
581,0.5029685,1.1407759
582,0.45937192,0.7879867
583,0.26132587,1.0765218
584,0.4189598,1.1500573
585,0.44032714,1.033419
586,0.37456116,1.1429106
587,0.4596504,1.0505414
588,0.5547639,0.76860416
589,0.46181905,1.0592883
59,0.37066165,1.1711886
590,0.41662815,1.2026507
591,0.49850184,0.93274325
592,0.5500567,1.0170467
593,0.40248552,0.9522581
594,0.51155937,1.0478231
595,0.25287756,1.2009643
596,0.49041012,1.0223997
597,0.37970918,1.0170742
598,0.49886972,0.89092785
599,0.4069921,0.9166974
6,0.3265333,0.97376704
60,0.4752119,1.0789671
600,0.5082429,1.0268129
601,0.40123254,0.8704383
602,0.47433338,0.9411763
603,0.5374029,0.9925707
604,0.5633468,1.0369226
605,0.52955925,0.9168094
606,0.39371225,0.969877
607,0.369431,1.0490414
608,0.2657787,1.1100854
609,0.51233196,1.0296904
61,0.4792311,1.3250184
610,0.37020275,0.9399049
611,0.6171235,1.0728401
612,0.557015,1.1085925
613,0.5801058,1.1396085
614,0.20246986,0.9930141
615,0.4044431,1.2085752
616,0.48366797,1.0767297
617,0.54792714,1.1043156
618,0.44084558,0.98623055
619,0.55107284,0.9490283
62,0.35021016,0.99542
620,0.30576503,1.0982676
621,0.50189203,1.1469767
622,0.48308876,0.9971758
623,0.15435468,1.0579153
624,0.36614525,0.80201596
625,0.44213685,1.0858476
626,0.54460347,1.0133072
627,0.42812005,0.9311753
628,0.46951097,1.0466841
629,0.4415794,0.8893382
63,0.62507725,1.017375
630,0.40216312,1.1542748
631,0.42176965,1.139977
632,0.5366304,1.0297105
633,0.5933812,1.0864484
634,0.51458734,0.8170471
635,0.31384698,0.81853956
636,0.48089668,1.024986
637,0.4283052,0.9653804
638,0.54489934,0.9881737
639,0.54053557,1.0520138
64,0.45562154,1.0319036
640,0.4796913,1.0445046
641,0.5936238,1.1255405
642,0.4814684,0.99030155
643,0.53358126,0.9571207
644,0.36077288,0.88387686
645,0.3633616,0.84390396
646,0.38952336,1.2133656
647,0.37586635,1.0076579
648,0.51624227,1.0097022
649,0.6491304,0.7614919
65,0.48700172,0.8838209
650,0.5167533,1.1091743
651,0.49101236,1.0468746
652,0.5022689,0.87796474
653,0.5809856,0.71026385
654,0.39976773,1.0439142
655,0.521463,1.0273793
656,0.6332756,1.0748156
657,0.5046022,0.96989584
658,0.36712655,1.2191556
659,0.6740186,0.7003117
66,0.35304853,1.1871575
660,0.59800124,1.1145573
661,0.4083958,1.0785968
662,0.5640588,1.2024826
663,0.38037866,0.9363617
664,0.45231253,1.0842248
665,0.6262109,1.1660075
666,0.43686515,1.1233357
667,0.58138263,0.873809
668,0.52094907,1.0079494
669,0.44781592,1.0579091
67,0.25151637,1.104507
670,0.39583552,0.9730705
671,0.55621094,0.87043715
672,0.64406717,1.0339042
673,0.46938413,1.0685434
674,0.23999557,1.1274463
675,0.47020248,1.0054003
676,0.41552973,1.091183
677,0.46476048,0.9395186
678,0.43103704,1.1743755
679,0.5330428,1.0693268
68,0.36387658,1.0075331
680,0.43407726,0.8882238
681,0.6408861,1.0072389
682,0.5132983,1.2479864
683,0.53798294,0.90231675
684,0.65616477,0.90700895
685,0.45347336,0.9472263
686,0.48054197,1.0652199
687,0.5291941,0.8953425
688,0.43092206,0.9067921
689,0.2650839,1.0362391
69,0.31612644,1.0748248
690,0.5389171,0.9511397
691,0.5539932,0.98412967
692,0.541103,0.8564089
693,0.49622294,0.9489591
694,0.36232182,1.1012621
695,0.49158105,0.8760287
696,0.4338408,1.094435
697,0.3398321,1.135957
698,0.6276398,0.8871039
699,0.520909,1.1034486
7,0.51713985,1.041026
70,0.5955031,1.086772
700,0.43364322,1.0131187
701,0.587355,1.1354172
702,0.2214364,1.1056105
703,0.495055,1.2613143
704,0.23183578,0.6962609
705,0.45802242,0.9334879
706,0.49711803,0.95886314
707,0.4418613,0.9036797
708,0.26769125,1.0206045
709,0.42836985,0.98818284
71,0.46413288,0.8656038
710,0.5214601,1.1581237
711,0.39867663,0.88666785
712,0.46141267,1.1014135
713,0.5996196,0.7049197
714,0.51041096,1.012455
715,0.18423326,0.8055718
716,0.481122,0.9817955
717,0.63895994,1.0405629
718,0.6005014,0.97245175
719,0.5067468,1.1048331
72,0.48805943,1.0490327
720,0.45848027,1.0283623
721,0.62722576,0.94838643
722,0.34392694,1.0749534
723,0.44326702,0.9968951
724,0.44418284,0.9627267
725,0.4416008,1.0069206
726,0.5511367,1.0333403
727,0.4500583,0.98705006
728,0.6783367,0.933892
729,0.4434685,0.8929889
73,0.45669368,0.86364233
730,0.5174897,1.1201304
731,0.29783592,1.059986
732,0.47252688,1.0513083
733,0.5408,1.0049239
734,0.65220857,1.4102874
735,0.47407547,0.9500413
736,0.44119483,1.1635413
737,0.50554883,0.8532291
738,0.44528934,1.0949391
739,0.5497428,0.97728324
74,0.21995863,0.7602966
740,0.5933245,1.024198
741,0.50644994,1.0603219
742,0.5164805,1.0877855
743,0.32087693,1.0266063
744,0.41079012,1.0061836
745,0.5531239,1.0526047
746,0.44929475,1.1085658
747,0.39585605,1.060388
748,0.45097378,1.0613236
749,0.45296803,1.1320858
75,0.23620026,1.1366954
750,0.5263795,1.0045025
751,0.65674996,1.1063554
752,0.40940621,1.0737576
753,0.27412033,1.040987
754,0.3960425,1.2003298
755,0.46194956,0.9841159
756,0.5477787,1.0053121
757,0.49612352,1.1148642
758,0.595167,1.1222228
759,0.097195216,1.1301091
76,0.46048534,1.0280062
760,0.44066164,1.1560471
761,0.4536691,0.9846471
762,0.52692604,0.9232476
763,0.5286607,1.0975715
764,0.48266953,0.9965801
765,0.4733079,0.9933264
766,0.4979339,1.0503789
767,0.57197267,1.0826145
768,0.52209216,0.950104
769,0.4628171,1.085616
77,0.43470582,1.0293278
770,0.39996436,0.6168288
771,0.45429152,1.027452
772,0.5467776,1.0981991
773,0.26488683,0.7912517
774,0.26010135,1.0820903
775,0.4795411,0.8555553
776,0.46734807,1.1096355
777,0.42882034,1.1916226
778,0.49044457,0.9938123
779,0.5378113,0.836314
78,0.6272654,0.93395364
780,0.42654255,0.93626106
781,0.5321789,1.0649619
782,0.3987082,1.0557878
783,0.4360359,1.0790166
784,0.40264842,0.9026201
785,0.5868437,0.91208875
786,0.34181535,1.086706
787,0.27581245,1.2671816
788,0.5488889,0.9229563
789,0.32001352,0.9005785
79,0.510686,1.064951
790,0.39482686,1.0790027
791,0.60921234,0.8754565
792,0.27909073,1.0072788
793,0.3520148,0.9138513
794,0.23939446,1.162844
795,0.45728758,1.1155683
796,0.38882723,1.0375794
797,0.3271994,1.0725625
798,0.5128936,0.9669221
799,0.28613418,0.9685145
8,0.6262798,1.3105612
80,0.27059025,0.7750709
800,0.4917266,1.1029189
801,0.4290893,1.068998
802,0.5061156,1.0323236
803,0.43765095,1.0865401
804,0.5194095,1.0102395
805,0.5073766,1.0079559
806,0.64257234,0.8724423
807,0.34404978,1.1280979
808,0.5049573,1.189527
809,0.3635403,1.0334086
81,0.3146281,0.96081775
810,0.5075674,0.8709449
811,0.45348915,0.89768153
812,0.6423726,1.0058469
813,0.49108776,1.0670334
814,0.522565,1.0318323
815,0.48891723,1.0041751
816,0.5663396,1.0146087
817,0.49074736,0.98558897
818,0.50220776,0.8183814
819,0.54709095,1.0072615
82,0.42768753,1.0106852
820,0.42496252,1.042751
821,0.5949324,0.97627366
822,0.49546212,0.9610447
823,0.4617745,1.0231185
824,0.57949835,1.0781341
825,0.6090061,0.93338364
826,0.3022052,1.1156802
827,0.47679555,1.046554
828,0.4215831,0.9814132
829,0.5372298,0.8340948
83,0.17402767,1.1742014
830,0.38941148,1.1154387
831,0.38400638,0.85208327
832,0.3421512,0.97627586
833,0.5140048,1.1551604
834,0.38411084,0.9764999
835,0.5237807,1.0433829
836,0.5287745,0.84895015
837,0.42625943,1.0062765
838,0.43069932,1.0908502
839,0.46173266,0.97439414
84,0.34434113,0.7152084
840,0.5016547,1.1281114
841,0.55514866,1.1860766
842,0.2777618,1.0563135
843,0.5110529,1.0069699
844,0.46271464,1.0767683
845,0.17880721,1.1188052
846,0.44214597,1.0887547
847,0.59560907,1.0835606
848,0.5859405,0.9291322
849,0.34020433,0.72026134
85,0.5153359,1.200092
850,0.5313225,1.0495443
851,0.5728027,1.0172951
852,0.4346594,0.8573935
853,0.40523222,0.9319257
854,0.591099,1.1385077
855,0.5270264,1.0463568
856,0.21224087,0.8256164
857,0.5718217,1.1012568
858,0.55216247,0.95454264
859,0.44019577,1.0686425
86,0.49786308,1.0482551
860,0.45684275,0.9718805
861,0.35455877,1.1935647
862,0.48505446,1.0403683
863,0.32102284,1.1621115
864,0.5061287,0.996753
865,0.5150327,1.0120193
866,0.32387674,1.0122157
867,0.5368168,1.1572914
868,0.36947787,1.0053312
869,0.40825084,1.0764952
87,0.56871605,1.0123951
870,0.52709717,0.97168875
871,0.52392155,1.0578672
872,0.49609753,1.060666
873,0.44286466,1.0127987
874,0.47878164,1.0388982
875,0.16023637,1.1792423
876,0.502127,1.0897809
877,0.48780668,0.9194752
878,0.48539153,1.1060995
879,0.3036064,1.1082886
88,0.57345176,0.86255056
880,0.5524999,1.0371404
881,0.49779224,1.0250112
882,0.49040225,1.0646274
883,0.5027236,1.0813878
884,0.50371605,1.0203992
885,0.55386126,1.121247
886,0.45742372,1.144594
887,0.3425134,1.0559505
888,0.50246346,1.0288988
889,0.4968534,0.98394287
89,0.3288823,1.003178
890,0.43056938,1.0518146
891,0.25877416,0.9062096
892,0.44007444,0.8799953
893,0.49565175,0.97734404
894,0.5346871,1.0331993
895,0.36438,1.3294003
896,0.4119662,1.0034703
897,0.43954596,0.8614844
898,0.4059962,1.0717478
899,0.41298738,1.1730382
9,0.38092336,1.0932322
90,0.39090148,1.1832802
900,0.59613496,0.95491415
901,0.28847265,1.0280672
902,0.46335202,1.1113763
903,0.56198525,1.0347338
904,0.47054014,1.1111151
905,0.42729703,1.0644817
906,0.49645036,1.151616
907,0.47872528,1.0460502
908,0.41469204,0.9227092
909,0.4203971,1.0048535
91,0.5470411,0.82069504
910,0.5212284,1.0576521
911,0.4533151,1.0376447
912,0.46530116,0.9858266
913,0.41758615,1.221938
914,0.61439633,0.8429976
915,0.25217226,1.1501385
916,0.5446629,1.0195518
917,0.39854532,1.1237735
918,0.58055633,0.93902105
919,0.40263993,1.304767
92,0.49720973,1.0608915
920,0.4177632,1.0696734
921,0.5356442,1.0201474
922,0.5446748,1.0719299
923,0.4898119,0.86181045
924,0.49061593,1.0750228
925,0.5030687,1.0290269
926,0.5859576,1.0111996
927,0.5726731,0.9225779
93,0.49141553,0.96306133
94,0.15706903,1.1110921
95,0.5030365,1.0668032
96,0.4361198,1.0859804
97,0.43651992,1.1186519
98,0.22947055,1.0874763
99,0.6081846,1.1151516
