image_id,angle,speed
143,0.875,1
144,0.1875,1
145,0.625,0
146,0.0625,1
147,0.5625,0
148,0.875,0
149,0.6875,1
150,1,1
151,0.25,0
152,1,1
153,0.25,0
154,0.6875,0
155,1,1
156,0,0
157,0.25,0
158,0.5,0
159,0.125,0
160,0.9375,0
161,0.6875,1
162,0.6875,1
163,0.5625,1
164,0.75,1
165,0.0625,0
166,0.0625,0
167,0.375,1
168,0.625,0
169,0.625,0
170,0.25,1
171,0.3125,0
172,0.75,1
173,0.8125,1
174,0.5625,0
175,0.6875,1
176,0,0
177,0.3125,0
178,0.5625,1
179,0.6875,0
180,0.125,0
181,0.6875,1
182,0.625,1
183,0.875,0
184,0.625,0
185,0.8125,0
186,0.625,1
187,0.75,0
188,0.625,0
189,0.0625,1
190,0,0
191,0.0625,1
192,1,0
193,0.1875,1
194,0.9375,0
195,0.875,0
196,0.75,0
197,0.75,1
198,0.25,0
199,0.875,0
200,0.25,0
201,0.375,0
202,0,1
203,0.5,1
204,0.125,1
205,0.5625,1
206,0.5,1
207,0.875,1
208,0.0625,0
209,0.5,0
210,0.5625,1
211,0.875,1
212,0.875,1
213,0.625,1
214,0.125,0
215,0.8125,1
216,0.1875,1
217,0.6875,1
218,0.25,0
219,0.125,0
220,0.625,1
221,0.4375,1
222,0.4375,0
223,0.0625,0
224,0,0
225,0.625,0
226,0.875,1
227,0.4375,1
228,0.625,1
229,0.0625,1
230,0.125,0
231,0.5,1
232,0.375,0
233,0.0625,0
234,0.5,0
235,0.75,1
236,0.625,1
237,0.5625,1
238,0.3125,1
239,1,1
240,0.3125,0
241,0.25,1
242,0.625,0
243,0.5,1
244,0.3125,0
245,0.0625,0
246,0.6875,0
247,0.125,1
248,0.8125,1
249,0.9375,0
250,0,0
251,0,0
252,0.625,1
253,0.375,1
254,0.875,1
255,0.3125,0
256,0.4375,1
257,0.1875,0
258,0.3125,1
259,0,0
260,0.75,1
261,1,1
262,0.6875,1
263,0.25,0
264,0.75,0
265,0.8125,1
266,0.3125,1
267,0.4375,1
268,0.4375,0
269,0.9375,1
270,0.875,1
271,0.3125,1
272,0.9375,1
273,0.125,1
274,0.9375,1
275,0.0625,1
276,0.3125,1
277,0.5625,1
278,0.0625,0
279,0,0
280,0.1875,0
281,0.25,0
282,0.8125,1
283,0.4375,0
284,0.5,1
285,0.5,0
286,0.125,0
287,0.875,1
288,0.1875,0
289,0.1875,0
290,0.3125,1
291,0.8125,0
292,0.6875,1
293,0.25,1
294,0.75,1
295,0.375,1
296,0.75,1
297,0.625,1
298,0.6875,0
299,0.125,1
300,0.9375,0
301,0.875,1
302,0.625,0
303,0.625,1
304,0.8125,1
305,0.9375,1
306,0.25,0
307,0.0625,1
308,0.25,0
309,0.0625,0
310,0.9375,0
311,0.4375,1
312,0.875,1
313,0.625,1
314,0.8125,1
315,0.4375,0
316,0.1875,0
317,0.4375,1
318,0.1875,1
319,0.8125,0
320,0.4375,1
321,0.4375,1
322,0.8125,0
323,0.375,1
324,0.1875,0
325,0.8125,1
326,1,1
327,0.25,0
328,0.5625,1
329,0.875,1
330,0.3125,1
331,0.8125,0
332,0.5625,0
333,0.8125,0
334,0.875,1
335,0.3125,1
336,0.0625,1
337,0,0
338,0.125,1
339,1,1
340,0.75,1
341,0,1
342,0.1875,0
343,1,1
344,0.6875,0
345,0.875,0
346,0.4375,0
347,0.1875,0
348,0,1
349,0.5,0
350,0.875,1
351,0.625,0
352,0.1875,1
353,0.9375,1
354,0.3125,0
355,0.5625,1
356,0.3125,1
357,0.1875,1
358,0.375,1
359,0.125,0
360,0.4375,1
361,0.25,0
362,0.75,0
363,0.25,0
364,0.8125,0
365,0.3125,0
366,0,0
367,0.125,0
368,0.375,0
369,0.75,0
370,0.5,0
371,0.6875,0
372,0.8125,1
373,0.1875,0
374,0.75,0
375,0.5625,0
376,0.625,1
377,0.6875,1
378,0.6875,1
379,0.0625,0
380,0.25,1
381,0.875,0
382,0.625,1
383,0.3125,0
384,0.5,0
385,0.375,1
386,0.4375,1
387,0.0625,1
388,0,0
389,0.625,0
390,0.9375,0
391,0.6875,0
392,0.8125,1
393,1,0
394,0.8125,0
395,0.75,0
396,0.25,0
397,0.5,1
398,0.75,1
399,0.125,0
400,0,0
401,0.125,0
402,0.3125,1
403,0.6875,0
404,0.5625,1
405,0.3125,0
406,0.1875,0
407,0.375,1
408,0.8125,0
409,0.25,1
410,0.3125,1
411,0.25,1
412,0.3125,1
413,0.375,0
414,0.8125,1
415,0.9375,0
416,0.8125,0
417,0.375,0
418,0.875,1
419,0.6875,1
420,0.25,0
421,0.3125,0
422,0.375,0
423,0.625,1
424,1,0
425,0.0625,0
426,0.0625,1
427,0.9375,1
428,0.8125,1
429,0.8125,0
430,0.8125,0
431,0.3125,0
432,0.25,0
433,0.6875,1
434,1,1
435,0.4375,1
436,0,1
437,0.625,1
438,0.6875,1
439,0.9375,0
440,0.4375,0
441,0.375,0
442,0.75,0
443,0.625,0
444,0.1875,1
445,0.4375,1
446,0.4375,1
447,1,0
448,0.125,1
449,0.8125,1
450,0,1
451,0.375,1
452,0.125,0
453,0.625,1
454,0.3125,0
455,0.5625,0
456,0.6875,0
457,0.3125,0
458,0.75,1
459,1,0
460,0.9375,0
461,0.1875,0
462,0.75,1
463,1,0
464,0.3125,1
465,1,0
466,0.6875,0
467,0.75,0
468,1,0
469,0,1
470,0.5,0
471,0.3125,0
472,0.25,1
473,0.25,1
474,0.125,0
475,0.4375,1
476,1,1
477,0.9375,0
478,0.75,1
479,0.5,0
480,0.625,1
481,0.375,0
482,0.4375,1
483,0.6875,1
484,0.125,1
485,0.0625,0
486,0.9375,1
487,0.5625,0
488,0.9375,0
489,0.625,1
490,0.0625,1
491,0.5,0
492,0.75,1
493,0.5625,1
494,0.125,0
495,0.0625,1
496,0.875,0
497,0.375,0
498,0.625,0
499,0.75,0
500,0.25,1
501,1,1
502,0.3125,1
503,0.625,0
504,0.5625,1
505,0.9375,0
506,0.4375,1
507,0.3125,0
508,0.4375,1
509,0.375,1
510,0.625,0
511,0.6875,0
512,0.6875,1
513,1,0
514,0.875,0
515,0.6875,1
516,0.1875,0
517,0.5625,0
518,0.625,0
519,0.25,0
520,0.6875,0
521,0.3125,0
522,0.3125,1
523,0.1875,1
524,0.6875,1
525,0.5,0
526,0,1
527,1,0
528,0,0
529,0.0625,1
530,0.5,1
531,0.25,0
532,0.375,1
533,0,1
534,0.125,1
535,0.875,1
536,0.875,0
537,0.8125,0
538,0.4375,1
539,0.9375,1
540,0.3125,1
541,0.75,0
542,0.625,1
543,0.5625,1
544,0.3125,1
545,0.9375,0
546,0.25,1
547,0.9375,1
548,0,1
549,1,1
550,0.125,1
551,0.1875,0
552,0.3125,1
553,0.625,0
554,0.4375,1
555,0.25,1
556,0.9375,0
557,0.0625,0
558,0.4375,0
559,0.4375,0
560,0.3125,0
561,0.25,1
562,0.6875,1
563,0.5,1
564,0.6875,0
565,0.5,1
566,0.8125,0
567,0.9375,0
568,0.375,1
569,0.875,0
570,0.25,0
571,0.0625,0
572,1,0
573,0.1875,0
574,0.3125,1
575,0.3125,0
576,0.8125,1
577,0.6875,0
578,0.3125,1
579,0.4375,1
580,0.9375,0
581,0.9375,0
582,0.5,1
583,0.75,0
584,0.125,0
585,0.1875,0
586,0.375,0
587,0.1875,0
588,0.25,1
589,0.5625,1
590,0.0625,1
591,0.4375,1
592,0.5,0
593,0.4375,1
594,0.4375,1
595,0.9375,0
596,0.875,1
597,0,0
598,0.4375,0
599,0.75,0
600,0,1
601,0.25,1
602,0.5,1
603,0.3125,0
604,0.625,0
605,0.5625,1
606,0.9375,0
607,0.5,1
608,0,1
609,0.25,1
610,0.25,0
611,0.875,1
612,0.4375,0
613,0.5,0
614,0.3125,1
615,0.875,0
616,0.9375,1
617,0.0625,0
618,0.875,1
619,0.6875,1
620,0.9375,0
621,0.625,0
622,0.125,1
623,0.6875,0
624,0.0625,0
625,0.5625,0
626,0.375,0
627,0.0625,1
628,0.625,1
629,0.375,1
630,0.5625,0
631,0.1875,1
632,0.875,0
633,0.625,1
634,0.875,0
635,0.25,0
636,0.4375,0
637,0.8125,0
638,0.125,1
639,0.125,1
640,0.3125,1
641,0,0
642,0.6875,1
643,0,0
644,0.8125,1
645,1,1
646,0.3125,0
647,0.75,1
648,0.9375,0
649,0.625,0
650,0.25,0
651,0.1875,0
652,0.75,0
653,0.1875,1
654,0.125,1
655,0.5,0
656,0.25,1
657,0.625,1
658,0.875,1
659,0.8125,0
660,0.8125,0
661,0.0625,1
662,0.3125,1
663,0.75,0
664,0.4375,0
665,0.375,0
666,0.8125,0
667,0.25,0
668,0.6875,0
669,0.1875,1
670,0.0625,1
671,0.625,1
672,0.75,1
673,0.8125,1
674,0.5,0
675,0.0625,0
676,0,1
677,0.75,0
678,0.75,1
679,0.5,0
680,0.4375,0
681,0.6875,1
682,0.1875,0
683,0,1
684,0,0
685,1,1
686,0.0625,0
687,0.9375,1
688,0.5,1
689,0.4375,1
690,0.25,0
691,0.625,1
692,0.75,0
693,0.9375,1
694,0.75,1
695,0.0625,1
696,0.1875,0
697,0.1875,0
698,0.625,0
699,0.8125,0
700,0.25,1
701,0.0625,1
702,0.125,0
703,0.8125,1
704,0.375,0
705,0.8125,0
706,0.8125,1
707,0.8125,1
708,0.75,1
709,0.0625,1
710,0.625,1
711,0.25,0
712,0.4375,1
713,1,0
714,0.9375,1
715,0.75,1
716,0.625,1
717,0.3125,0
718,0.625,1
719,0.625,1
720,0.375,1
721,0,0
722,0.0625,0
723,0.25,0
724,0.4375,1
725,0.0625,0
726,0.3125,0
727,0,0
728,0.75,1
729,0.6875,1
730,0.4375,1
731,0.0625,1
732,0.25,1
733,0.75,1
734,0.6875,0
735,0.625,1
736,0.625,1
737,0.9375,0
738,0.5625,0
739,0.625,1
740,0.5,1
741,0.5,1
742,0.8125,1
743,0.125,1
744,0.75,0
745,0.6875,1
746,0.5,1
747,0.1875,0
748,0.5,1
749,0.5,1
750,0.375,0
751,0.4375,0
752,0.4375,0
753,0.0625,0
754,0.1875,1
755,0.8125,1
756,0.875,1
757,0.8125,0
758,0.875,0
759,0,0
760,0.4375,1
761,0.4375,1
762,0.75,0
763,0.6875,0
764,0.125,0
765,0.9375,0
766,0.4375,0
767,0.5,1
768,0.5,1
769,0.9375,1
770,0.1875,1
771,0.4375,0
772,0.6875,0
773,0.0625,1
774,0.0625,0
775,0.875,1
776,0.625,0
777,0.1875,1
778,0.0625,1
779,0.625,0
780,0.75,1
781,0,0
782,0.375,1
783,0.625,0
784,0.5625,1
785,0.4375,1
786,0.5,0
787,0.75,0
788,0.5,1
789,0.5625,0
790,0.3125,1
791,0.375,0
792,1,1
793,0,0
794,0.0625,0
795,0.3125,0
796,0.6875,0
797,0.75,1
798,0.5625,1
799,0.125,0
800,0.1875,1
801,0.4375,1
802,0.8125,0
803,0.3125,0
804,0.75,1
805,0.375,1
806,0.25,1
807,0.8125,0
808,0.375,0
809,0.375,0
810,0.625,0
811,0.1875,1
812,1,0
813,0.125,0
814,0.8125,0
815,0.3125,1
816,0.0625,1
817,0.625,0
818,0.5,1
819,0.5,0
820,0.25,0
821,0.5625,1
822,0.0625,0
823,0.0625,1
824,0.875,1
825,0,1
826,0.25,0
827,1,1
828,0.25,1
829,0,1
830,0.4375,0
831,0.25,0
832,0.125,0
833,0.5,0
834,0.125,1
835,0.25,1
836,0.4375,1
837,0.0625,1
838,0.4375,0
839,0.875,0
840,0.875,0
841,0.875,1
842,0.375,0
843,0.0625,0
844,0.1875,1
845,0.125,0
846,0.8125,1
847,0.875,1
848,0.875,0
849,0.0625,0
850,0.3125,0
851,0.375,0
852,0.125,1
853,0.5625,0
854,0.3125,1
855,0.125,1
856,0.5,0
857,0.3125,0
858,1,0
859,0.625,1
860,0.25,0
861,1,0
862,0.1875,1
863,0.25,0
864,0.875,1
865,0.4375,1
866,0.875,0
867,0.375,0
868,0.25,1
869,0.875,0
870,0.5625,0
871,0.1875,1
872,0.75,1
873,0.6875,0
874,0.875,0
875,0.375,1
876,0.75,0
877,0.875,0
878,0,0
879,0.125,1
880,0.8125,1
881,0.625,0
882,1,1
883,0.25,0
884,0.5,1
885,0.9375,1
886,0.4375,1
887,0.3125,1
888,0.1875,1
889,0.625,1
890,0.875,1
891,0.9375,1
892,0.75,0
893,0.75,0
894,0.625,1
895,0.5,0
896,0.0625,1
897,0.875,0
898,0,0
899,0.4375,0
900,0.5625,1
901,0.25,1
902,0.75,1
903,0.4375,0
904,0.25,0
905,0.9375,0
906,0.875,0
907,0.1875,1
908,0.0625,0
909,0.125,1
910,0.3125,0
911,0.875,1
912,0.3125,0
913,0.9375,0
914,0,0
915,0.625,1
916,0.1875,1
917,0.875,1
918,0.9375,1
919,0.75,1
920,0.4375,1
921,0.3125,1
922,0.3125,0
923,0.4375,1
924,0,0
925,0.875,0
926,0.8125,0
927,0.75,1
